Pair,Distance
"(95, 105)",4.013497426
"(105, 95)",4.013497426
"(95, 106)",18.94330272
"(106, 95)",18.94330272
"(95, 107)",5.297374186
"(107, 95)",5.297374186
"(95, 108)",22.34127003
"(108, 95)",22.34127003
"(95, 109)",2.649960904
"(109, 95)",2.649960904
"(95, 110)",6.710682526
"(110, 95)",6.710682526
"(95, 111)",11.49834608
"(111, 95)",11.49834608
"(95, 112)",5.137681839
"(112, 95)",5.137681839
"(95, 113)",5.137681839
"(113, 95)",5.137681839
"(95, 114)",7.000427823
"(114, 95)",7.000427823
"(95, 115)",7.982007592
"(115, 95)",7.982007592
"(95, 116)",12.1326416
"(116, 95)",12.1326416
"(95, 117)",25.80125017
"(117, 95)",25.80125017
"(95, 118)",5.913774218
"(118, 95)",5.913774218
"(95, 119)",4.57179927
"(119, 95)",4.57179927
"(96, 96)",0
"(96, 97)",23.60240461
"(97, 96)",23.60240461
"(96, 98)",18.94939215
"(98, 96)",18.94939215
"(96, 99)",18.69705339
"(99, 96)",18.69705339
"(96, 100)",6.872736083
"(100, 96)",6.872736083
"(96, 101)",2.710171754
"(101, 96)",2.710171754
"(96, 102)",8.259822566
"(102, 96)",8.259822566
"(96, 103)",13.70328107
"(103, 96)",13.70328107
"(96, 104)",18.45770128
"(104, 96)",18.45770128
"(96, 105)",16.35665952
"(105, 96)",16.35665952
"(96, 106)",4.300819377
"(106, 96)",4.300819377
"(96, 107)",16.74383579
"(107, 96)",16.74383579
"(96, 108)",7.640999187
"(108, 96)",7.640999187
"(96, 109)",21.63936935
"(109, 96)",21.63936935
"(96, 110)",13.86458899
"(110, 96)",13.86458899
"(96, 111)",13.25235214
"(111, 96)",13.25235214
"(96, 112)",17.27616432
"(112, 96)",17.27616432
"(96, 113)",17.27616432
"(113, 96)",17.27616432
"(96, 114)",14.29457772
"(114, 96)",14.29457772
"(96, 115)",13.11670685
"(115, 96)",13.11670685
"(96, 116)",14.70990209
"(116, 96)",14.70990209
"(96, 117)",11.10104146
"(117, 96)",11.10104146
"(96, 118)",18.05219457
"(118, 96)",18.05219457
"(96, 119)",26.31276278
"(119, 96)",26.31276278
"(97, 97)",0
"(97, 98)",5.05367248
"(98, 97)",5.05367248
"(97, 99)",15.87298433
"(99, 97)",15.87298433
"(97, 100)",26.23204668
"(100, 97)",26.23204668
"(97, 101)",23.13016265
"(101, 97)",23.13016265
"(97, 102)",22.74056304
"(102, 97)",22.74056304
"(97, 103)",14.63539971
"(103, 97)",14.63539971
"(97, 104)",6.807181442
"(104, 97)",6.807181442
"(97, 105)",8.290953253
"(105, 97)",8.290953253
"(97, 106)",22.73671054
"(106, 97)",22.73671054
"(97, 107)",11.32274664
"(107, 97)",11.32274664
"(97, 108)",26.13467785
"(108, 97)",26.13467785
"(97, 109)",2.896583054
"(109, 97)",2.896583054
"(97, 110)",12.18868926
"(110, 97)",12.18868926
"(97, 111)",16.01155007
"(111, 97)",16.01155007
"(97, 112)",8.931276069
"(112, 97)",8.931276069
"(97, 113)",8.931276069
"(113, 97)",8.931276069
"(97, 114)",10.43406183
"(114, 97)",10.43406183
"(97, 115)",13.8912458
"(115, 97)",13.8912458
"(97, 116)",16.64590772
"(116, 97)",16.64590772
"(97, 117)",30.26250754
"(117, 97)",30.26250754
"(97, 118)",9.707368448
"(118, 97)",9.707368448
"(97, 119)",7.954729405
"(119, 97)",7.954729405
"(98, 98)",0
"(98, 99)",9.222699068
"(99, 98)",9.222699068
"(98, 100)",22.46156746
"(100, 98)",22.46156746
"(98, 101)",19.35974556
"(101, 98)",19.35974556
"(98, 102)",18.97014594
"(102, 98)",18.97014594
"(98, 103)",8.128029777
"(103, 98)",8.128029777
"(98, 104)",3.299542147
"(104, 98)",3.299542147
"(98, 105)",3.594382687
"(105, 98)",3.594382687
"(98, 106)",18.96623131
"(106, 98)",18.96623131
"(98, 107)",5.271711564
"(107, 98)",5.271711564
"(98, 108)",22.36426076
"(108, 98)",22.36426076
"(98, 109)",3.398029451
"(109, 98)",3.398029451
"(98, 110)",8.418272171
"(110, 98)",8.418272171
"(98, 111)",9.425390288
"(111, 98)",9.425390288
"(98, 112)",5.891777685
"(112, 98)",5.891777685
"(98, 113)",5.891777685
"(113, 98)",5.891777685
"(98, 114)",6.974765201
"(114, 98)",6.974765201
"(98, 115)",10.12076657
"(115, 98)",10.12076657
"(98, 116)",9.995622454
"(116, 98)",9.995622454
"(98, 117)",25.8242409
"(117, 98)",25.8242409
"(98, 118)",6.304927263
"(118, 98)",6.304927263
"(98, 119)",9.455278233
"(119, 98)",9.455278233
"(99, 99)",0
"(99, 100)",17.10541157
"(100, 99)",17.10541157
"(99, 101)",16.6163926
"(101, 99)",16.6163926
"(99, 102)",12.24759523
"(102, 99)",12.24759523
"(99, 103)",2.847059785
"(103, 99)",2.847059785
"(99, 104)",6.745976399
"(104, 99)",6.745976399
"(99, 105)",6.042398015
"(105, 99)",6.042398015
"(99, 106)",14.99821824
"(106, 99)",14.99821824
"(99, 107)",4.078927792
"(107, 99)",4.078927792
"(99, 108)",17.72939233
"(108, 99)",17.72939233
"(99, 109)",15.91411909
"(109, 99)",15.91411909
"(99, 110)",3.649498294
"(110, 99)",3.649498294
"(99, 111)",1.646571013
"(111, 99)",1.646571013
"(99, 112)",4.647979354
"(112, 99)",4.647979354
"(99, 113)",4.647979354
"(113, 99)",4.647979354
"(99, 114)",2.559116464
"(114, 99)",2.559116464
"(99, 115)",3.679759062
"(115, 99)",3.679759062
"(99, 116)",1.055647192
"(116, 99)",1.055647192
"(99, 117)",16.02397749
"(117, 99)",16.02397749
"(99, 118)",2.977796243
"(118, 99)",2.977796243
"(99, 119)",10.24143682
"(119, 99)",10.24143682
"(100, 100)",0
"(100, 101)",5.346338221
"(101, 100)",5.346338221
"(100, 102)",7.314655138
"(102, 100)",7.314655138
"(100, 103)",16.21734814
"(103, 100)",16.21734814
"(100, 104)",20.97170621
"(104, 100)",20.97170621
"(100, 105)",18.87072658
"(105, 100)",18.87072658
"(100, 106)",2.934673096
"(106, 100)",2.934673096
"(100, 107)",19.25784072
"(107, 100)",19.25784072
"(100, 108)",0.914223152
"(108, 100)",0.914223152
"(100, 109)",24.15337428
"(109, 100)",24.15337428
"(100, 110)",16.37865605
"(110, 100)",16.37865605
"(100, 111)",15.76641921
"(111, 100)",15.76641921
"(100, 112)",19.79016925
"(112, 100)",19.79016925
"(100, 113)",19.79016925
"(113, 100)",19.79016925
"(100, 114)",16.80864478
"(114, 100)",16.80864478
"(100, 115)",15.63077392
"(115, 100)",15.63077392
"(100, 116)",18.22679982
"(116, 100)",18.22679982
"(100, 117)",3.410146185
"(117, 100)",3.410146185
"(100, 118)",20.56626163
"(118, 100)",20.56626163
"(100, 119)",25.06958582
"(119, 100)",25.06958582
"(101, 101)",0
"(101, 102)",6.97843129
"(102, 101)",6.97843129
"(101, 103)",13.13248967
"(103, 101)",13.13248967
"(101, 104)",17.88684774
"(104, 101)",17.88684774
"(101, 105)",15.78580598
"(105, 101)",15.78580598
"(101, 106)",3.0194281
"(106, 101)",3.0194281
"(101, 107)",16.17298225
"(107, 101)",16.17298225
"(101, 108)",5.032794415
"(108, 101)",5.032794415
"(101, 109)",21.06851581
"(109, 101)",21.06851581
"(101, 110)",13.29373545
"(110, 101)",13.29373545
"(101, 111)",12.6814986
"(111, 101)",12.6814986
"(101, 112)",16.70531079
"(112, 101)",16.70531079
"(101, 113)",16.70531079
"(113, 101)",16.70531079
"(101, 114)",13.72378632
"(114, 101)",13.72378632
"(101, 115)",12.54585331
"(115, 101)",12.54585331
"(101, 116)",14.13904856
"(116, 101)",14.13904856
"(101, 117)",8.768166181
"(117, 101)",8.768166181
"(101, 118)",17.48140317
"(118, 101)",17.48140317
"(101, 119)",25.03143364
"(119, 101)",25.03143364
"(102, 102)",0
"(102, 103)",10.5890939
"(103, 102)",10.5890939
"(102, 104)",17.55279869
"(104, 102)",17.55279869
"(102, 105)",15.45181907
"(105, 102)",15.45181907
"(102, 106)",4.862849446
"(106, 102)",4.862849446
"(102, 107)",15.8389332
"(107, 102)",15.8389332
"(102, 108)",7.594023539
"(108, 102)",7.594023539
"(102, 109)",20.73446676
"(109, 102)",20.73446676
"(102, 110)",12.95974854
"(110, 102)",12.95974854
"(102, 111)",12.77600913
"(111, 102)",12.77600913
"(102, 112)",18.09904594
"(112, 102)",18.09904594
"(102, 113)",18.09904594
"(113, 102)",18.09904594
"(102, 114)",15.06768752
"(114, 102)",15.06768752
"(102, 115)",10.00251967
"(115, 102)",10.00251967
"(102, 116)",13.5904401
"(116, 102)",13.5904401
"(102, 117)",7.074619521
"(117, 102)",7.074619521
"(102, 118)",15.48642943
"(118, 102)",15.48642943
"(102, 119)",20.4332261
"(119, 102)",20.4332261
"(103, 103)",0
"(103, 104)",5.805904213
"(104, 103)",5.805904213
"(103, 105)",4.709184398
"(105, 103)",4.709184398
"(103, 106)",13.31094742
"(106, 103)",13.31094742
"(103, 107)",2.892357731
"(107, 103)",2.892357731
"(103, 108)",16.70897688
"(108, 103)",16.70897688
"(103, 109)",11.90845094
"(109, 103)",11.90845094
"(103, 110)",2.039960993
"(110, 103)",2.039960993
"(103, 111)",1.776375415
"(111, 103)",1.776375415
"(103, 112)",3.882388145
"(112, 103)",3.882388145
"(103, 113)",3.882388145
"(113, 103)",3.882388145
"(103, 114)",1.612271334
"(114, 103)",1.612271334
"(103, 115)",0.930254524
"(115, 103)",0.930254524
"(103, 116)",2.691592761
"(116, 103)",2.691592761
"(103, 117)",18.41799567
"(117, 103)",18.41799567
"(103, 118)",3.312590938
"(118, 103)",3.312590938
"(103, 119)",10.60052712
"(119, 103)",10.60052712
"(104, 104)",0
"(104, 105)",2.699235624
"(105, 104)",2.699235624
"(104, 106)",17.99571194
"(106, 104)",17.99571194
"(104, 107)",3.512361715
"(107, 104)",3.512361715
"(104, 108)",21.39367926
"(108, 104)",21.39367926
"(104, 109)",4.861233881
"(109, 104)",4.861233881
"(104, 110)",4.790397587
"(110, 104)",4.790397587
"(104, 111)",7.012482421
"(111, 104)",7.012482421
"(104, 112)",3.203043231
"(112, 104)",3.203043231
"(104, 113)",3.203043231
"(113, 104)",3.203043231
"(104, 114)",4.705766857
"(114, 104)",4.705766857
"(104, 115)",5.687408763
"(115, 104)",5.687408763
"(104, 116)",7.582714587
"(116, 104)",7.582714587
"(104, 117)",23.44873956
"(117, 104)",23.44873956
"(104, 118)",3.979073473
"(118, 104)",3.979073473
"(104, 119)",5.738174774
"(119, 104)",5.738174774
"(105, 105)",0
"(105, 106)",15.97768535
"(106, 105)",15.97768535
"(105, 107)",2.097748496
"(107, 105)",2.097748496
"(105, 108)",19.37565266
"(108, 105)",19.37565266
"(105, 109)",6.611014617
"(109, 105)",6.611014617
"(105, 110)",2.724090464
"(110, 105)",2.724090464
"(105, 111)",6.302006819
"(111, 105)",6.302006819
"(105, 112)",2.717814617
"(112, 105)",2.717814617
"(105, 113)",2.717814617
"(113, 105)",2.717814617
"(105, 114)",3.800802133
"(114, 105)",3.800802133
"(105, 115)",4.782381902
"(115, 105)",4.782381902
"(105, 116)",6.872238986
"(116, 105)",6.872238986
"(105, 117)",22.8356328
"(117, 105)",22.8356328
"(105, 118)",3.493906996
"(118, 105)",3.493906996
"(105, 119)",7.281536064
"(119, 105)",7.281536064
"(106, 106)",0
"(106, 107)",16.240401
"(107, 106)",16.240401
"(106, 108)",3.291277913
"(108, 106)",3.291277913
"(106, 109)",21.13593457
"(109, 106)",21.13593457
"(106, 110)",13.36121634
"(110, 106)",13.36121634
"(106, 111)",12.74897949
"(111, 106)",12.74897949
"(106, 112)",16.77272954
"(112, 106)",16.77272954
"(106, 113)",16.77272954
"(113, 106)",16.77272954
"(106, 114)",13.79120507
"(114, 106)",13.79120507
"(106, 115)",12.6133342
"(115, 106)",12.6133342
"(106, 116)",16.08381551
"(116, 106)",16.08381551
"(106, 117)",6.407391341
"(117, 106)",6.407391341
"(106, 118)",17.54882192
"(118, 106)",17.54882192
"(106, 119)",22.92660151
"(119, 106)",22.92660151
"(107, 107)",0
"(107, 108)",18.13191647
"(108, 107)",18.13191647
"(107, 109)",9.221518463
"(109, 107)",9.221518463
"(107, 110)",1.443320559
"(110, 107)",1.443320559
"(107, 111)",4.449575594
"(111, 107)",4.449575594
"(107, 112)",1.901892357
"(112, 107)",1.901892357
"(107, 113)",1.901892357
"(113, 107)",1.901892357
"(107, 114)",1.948433045
"(114, 107)",1.948433045
"(107, 115)",2.930012813
"(115, 107)",2.930012813
"(107, 116)",5.019807761
"(116, 107)",5.019807761
"(107, 117)",22.53712617
"(117, 107)",22.53712617
"(107, 118)",1.70640904
"(118, 107)",1.70640904
"(107, 119)",8.97924591
"(119, 107)",8.97924591
"(108, 108)",0
"(108, 109)",24.09794798
"(109, 108)",24.09794798
"(108, 110)",16.32322976
"(110, 108)",16.32322976
"(108, 111)",15.71099291
"(111, 108)",15.71099291
"(108, 112)",19.73474296
"(112, 108)",19.73474296
"(108, 113)",19.73474296
"(113, 108)",19.73474296
"(108, 114)",16.75321849
"(114, 108)",16.75321849
"(108, 115)",15.57534762
"(115, 108)",15.57534762
"(108, 116)",18.8901755
"(116, 108)",18.8901755
"(108, 117)",3.642601076
"(117, 108)",3.642601076
"(108, 118)",20.51083534
"(118, 108)",20.51083534
"(108, 119)",25.73302363
"(119, 108)",25.73302363
"(109, 109)",0
"(109, 110)",10.2427417
"(110, 109)",10.2427417
"(109, 111)",14.93297428
"(111, 109)",14.93297428
"(109, 112)",6.985328508
"(112, 109)",6.985328508
"(109, 113)",6.985328508
"(113, 109)",6.985328508
"(109, 114)",8.488114271
"(114, 109)",8.488114271
"(109, 115)",11.9452361
"(115, 109)",11.9452361
"(109, 116)",15.5672698
"(116, 109)",15.5672698
"(109, 117)",27.64871043
"(117, 109)",27.64871043
"(109, 118)",7.761420887
"(118, 109)",7.761420887
"(109, 119)",6.876091486
"(119, 109)",6.876091486
"(110, 110)",0
"(110, 111)",3.789431044
"(111, 110)",3.789431044
"(110, 112)",3.315200696
"(112, 110)",3.315200696
"(110, 113)",3.315200696
"(113, 110)",3.315200696
"(110, 114)",1.344211884
"(114, 110)",1.344211884
"(110, 115)",1.87461417
"(115, 110)",1.87461417
"(110, 116)",4.415648737
"(116, 110)",4.415648737
"(110, 117)",19.38397903
"(117, 110)",19.38397903
"(110, 118)",2.178526726
"(118, 110)",2.178526726
"(110, 119)",10.39261639
"(119, 110)",10.39261639
"(111, 111)",0
"(111, 112)",4.84625884
"(112, 111)",4.84625884
"(111, 113)",4.84625884
"(113, 111)",4.84625884
"(111, 114)",2.75739595
"(114, 111)",2.75739595
"(111, 115)",2.168957613
"(115, 111)",2.168957613
"(111, 116)",1.637685408
"(116, 111)",1.637685408
"(111, 117)",16.20423721
"(117, 111)",16.20423721
"(111, 118)",3.176137867
"(118, 111)",3.176137867
"(111, 119)",9.887193215
"(119, 111)",9.887193215
"(112, 112)",0
"(112, 113)",0
"(113, 112)",0
"(112, 114)",2.745341352
"(114, 112)",2.745341352
"(112, 115)",3.726921121
"(115, 112)",3.726921121
"(112, 116)",5.387348707
"(116, 112)",5.387348707
"(112, 117)",21.25337368
"(117, 112)",21.25337368
"(112, 118)",1.334580634
"(118, 112)",1.334580634
"(112, 119)",7.695493424
"(119, 112)",7.695493424
"(113, 113)",0
"(113, 114)",2.745341352
"(114, 113)",2.745341352
"(113, 115)",3.726921121
"(115, 113)",3.726921121
"(113, 116)",5.387348707
"(116, 113)",5.387348707
"(113, 117)",21.25337368
"(117, 113)",21.25337368
"(113, 118)",1.334580634
"(118, 113)",1.334580634
"(113, 119)",7.695493424
"(119, 113)",7.695493424
"(114, 114)",0
"(114, 115)",1.460097576
"(115, 114)",1.460097576
"(114, 116)",3.313274446
"(116, 114)",3.313274446
"(114, 117)",18.28160474
"(117, 114)",18.28160474
"(114, 118)",1.839817394
"(118, 114)",1.839817394
"(114, 119)",10.46413619
"(119, 114)",10.46413619
"(115, 115)",0
"(115, 116)",3.259587992
"(116, 115)",3.259587992
"(115, 117)",19.24628322
"(117, 115)",19.24628322
"(115, 118)",2.878190472
"(118, 115)",2.878190472
"(115, 119)",11.42881467
"(119, 115)",11.42881467
"(116, 116)",0
"(116, 117)",16.54667477
"(117, 116)",16.54667477
"(116, 118)",3.614515107
"(118, 116)",3.614515107
"(116, 119)",10.76419624
"(119, 116)",10.76419624
"(117, 117)",0
"(117, 118)",19.04135506
"(118, 117)",19.04135506
"(117, 119)",23.98815173
"(119, 117)",23.98815173
"(118, 118)",0
"(118, 119)",8.330099626
"(119, 118)",8.330099626
"(119, 119)",0
"(120, 70)",4.554525156
"(70, 120)",4.554525156
"(120, 71)",4.62107399
"(71, 120)",4.62107399
"(120, 72)",3.474520221
"(72, 120)",3.474520221
"(120, 73)",4.086570656
"(73, 120)",4.086570656
"(120, 74)",5.278360234
"(74, 120)",5.278360234
"(120, 75)",4.558191245
"(75, 120)",4.558191245
"(120, 76)",2.845754906
"(76, 120)",2.845754906
"(120, 77)",3.416608444
"(77, 120)",3.416608444
"(120, 78)",2.854391963
"(78, 120)",2.854391963
"(120, 79)",1.780538601
"(79, 120)",1.780538601
"(120, 80)",12.05820135
"(80, 120)",12.05820135
"(120, 81)",6.268701334
"(81, 120)",6.268701334
"(120, 82)",7.654731486
"(82, 120)",7.654731486
"(120, 83)",1.780538601
"(83, 120)",1.780538601
"(120, 84)",6.100309793
"(84, 120)",6.100309793
"(120, 85)",2.370281817
"(85, 120)",2.370281817
"(120, 86)",9.236742052
"(86, 120)",9.236742052
"(120, 87)",16.47677053
"(87, 120)",16.47677053
"(120, 88)",1.575361896
"(88, 120)",1.575361896
"(120, 89)",4.211652638
"(89, 120)",4.211652638
"(120, 90)",10.03427173
"(90, 120)",10.03427173
"(120, 91)",3.006627858
"(91, 120)",3.006627858
"(120, 92)",20.23314464
"(92, 120)",20.23314464
"(120, 93)",1.107655945
"(93, 120)",1.107655945
"(120, 94)",4.254713648
"(94, 120)",4.254713648
"(120, 95)",6.125288907
"(95, 120)",6.125288907
"(120, 96)",16.35330412
"(96, 120)",16.35330412
"(120, 97)",10.32557046
"(97, 120)",10.32557046
"(120, 98)",5.672495859
"(98, 120)",5.672495859
"(120, 99)",4.799718152
"(99, 120)",4.799718152
"(120, 100)",18.53673967
"(100, 120)",18.53673967
"(120, 101)",15.43485564
"(101, 120)",15.43485564
"(120, 102)",15.04531816
"(102, 120)",15.04531816
"(120, 103)",3.654469262
"(103, 120)",3.654469262
"(120, 104)",4.028907427
"(104, 120)",4.028907427
"(120, 105)",1.543920524
"(105, 120)",1.543920524
"(120, 106)",15.04140352
"(106, 120)",15.04140352
"(120, 107)",1.090754653
"(107, 120)",1.090754653
"(120, 108)",18.43937084
"(108, 120)",18.43937084
"(120, 109)",8.362473055
"(109, 120)",8.362473055
"(120, 110)",1.706968274
"(110, 120)",1.706968274
"(120, 111)",5.002409373
"(111, 120)",5.002409373
"(120, 112)",2.463363192
"(112, 120)",2.463363192
"(120, 113)",2.463363192
"(113, 120)",2.463363192
"(120, 114)",2.501204686
"(114, 120)",2.501204686
"(120, 115)",3.482784455
"(115, 120)",3.482784455
"(120, 116)",5.572641539
"(116, 120)",5.572641539
"(120, 117)",21.89941311
"(117, 120)",21.89941311
"(120, 118)",2.648904573
"(118, 120)",2.648904573
"(120, 119)",9.540778882
"(119, 120)",9.540778882
"(121, 70)",15.06712828
"(70, 121)",15.06712828
"(121, 71)",15.13367712
"(71, 121)",15.13367712
"(121, 72)",15.80481993
"(72, 121)",15.80481993
"(121, 73)",11.54507318
"(73, 121)",11.54507318
"(121, 74)",11.0823382
"(74, 121)",11.0823382
"(121, 75)",11.66537061
"(75, 121)",11.66537061
"(121, 76)",15.48481387
"(76, 121)",15.48481387
"(121, 77)",15.46511641
"(77, 121)",15.46511641
"(121, 78)",15.49345093
"(78, 121)",15.49345093
"(121, 79)",10.69019096
"(79, 121)",10.69019096
"(121, 80)",2.948964629
"(80, 121)",2.948964629
"(121, 81)",16.78130446
"(81, 121)",16.78130446
"(121, 82)",18.16739675
"(82, 121)",18.16739675
"(121, 83)",10.69019096
"(83, 121)",10.69019096
"(121, 84)",16.61291292
"(84, 121)",16.61291292
"(121, 85)",10.72629261
"(85, 121)",10.72629261
"(121, 86)",5.838401916
"(86, 121)",5.838401916
"(121, 87)",3.318991059
"(87, 121)",3.318991059
"(121, 88)",13.62386986
"(88, 121)",13.62386986
"(121, 89)",11.29553059
"(89, 121)",11.29553059
"(121, 90)",20.54687486
"(90, 121)",20.54687486
"(121, 91)",12.58164428
"(91, 121)",12.58164428
"(121, 92)",6.846079267
"(92, 121)",6.846079267
"(121, 93)",12.25275261
"(93, 121)",12.25275261
"(121, 94)",15.82507663
"(94, 121)",15.82507663
"(121, 95)",16.63789203
"(95, 121)",16.63789203
"(121, 96)",4.174059693
"(96, 121)",4.174059693
"(121, 97)",20.83817358
"(97, 121)",20.83817358
"(121, 98)",16.18509899
"(98, 121)",16.18509899
"(121, 99)",15.76281525
"(99, 121)",15.76281525
"(121, 100)",5.030868164
"(100, 121)",5.030868164
"(121, 101)",3.348319771
"(101, 121)",3.348319771
"(121, 102)",3.030861327
"(102, 121)",3.030861327
"(121, 103)",10.93905004
"(103, 121)",10.93905004
"(121, 104)",15.69340811
"(104, 121)",15.69340811
"(121, 105)",13.59242849
"(105, 121)",13.59242849
"(121, 106)",2.3980571
"(106, 121)",2.3980571
"(121, 107)",13.97960476
"(107, 121)",13.97960476
"(121, 108)",5.396234312
"(108, 121)",5.396234312
"(121, 109)",18.87507618
"(109, 121)",18.87507618
"(121, 110)",11.10035796
"(110, 121)",11.10035796
"(121, 111)",10.48812111
"(111, 121)",10.48812111
"(121, 112)",14.51187116
"(112, 121)",14.51187116
"(121, 113)",14.51187116
"(113, 121)",14.51187116
"(121, 114)",11.53034669
"(114, 121)",11.53034669
"(121, 115)",10.35247582
"(115, 121)",10.35247582
"(121, 116)",11.94567106
"(116, 121)",11.94567106
"(121, 117)",10.01991806
"(117, 121)",10.01991806
"(121, 118)",15.28796354
"(118, 121)",15.28796354
"(121, 119)",23.37852464
"(119, 121)",23.37852464
"(122, 70)",7.368093044
"(70, 122)",7.368093044
"(122, 71)",6.643201635
"(71, 122)",6.643201635
"(122, 72)",2.363073913
"(72, 122)",2.363073913
"(122, 73)",1.135928325
"(73, 122)",1.135928325
"(122, 74)",1.746114647
"(74, 122)",1.746114647
"(122, 75)",1.025883521
"(75, 122)",1.025883521
"(122, 76)",2.811517364
"(76, 122)",2.811517364
"(122, 77)",5.141347928
"(77, 122)",5.141347928
"(122, 78)",2.820092284
"(78, 122)",2.820092284
"(122, 79)",3.801050681
"(79, 122)",3.801050681
"(122, 80)",11.53966725
"(80, 122)",11.53966725
"(122, 81)",7.779875606
"(81, 122)",7.779875606
"(122, 82)",9.503248074
"(82, 122)",9.503248074
"(122, 83)",3.801050681
"(83, 122)",3.801050681
"(122, 84)",7.815852986
"(84, 122)",7.815852986
"(122, 85)",3.3185561
"(85, 122)",3.3185561
"(122, 86)",6.062778984
"(86, 122)",6.062778984
"(122, 87)",16.49826997
"(87, 122)",16.49826997
"(122, 88)",4.509289347
"(88, 122)",4.509289347
"(122, 89)",1.393921564
"(89, 122)",1.393921564
"(122, 90)",10.82092742
"(90, 122)",10.82092742
"(122, 91)",0.976981623
"(91, 122)",0.976981623
"(122, 92)",19.73890615
"(92, 122)",19.73890615
"(122, 93)",2.642628726
"(93, 122)",2.642628726
"(122, 94)",5.979453133
"(94, 122)",5.979453133
"(122, 95)",7.757133427
"(95, 122)",7.757133427
"(122, 96)",16.34684186
"(96, 122)",16.34684186
"(122, 97)",15.6491665
"(97, 122)",15.6491665
"(122, 98)",8.00754594
"(98, 122)",8.00754594
"(122, 99)",1.267410429
"(99, 122)",1.267410429
"(122, 100)",18.0900982
"(100, 122)",18.0900982
"(122, 101)",17.60107922
"(101, 122)",17.60107922
"(122, 102)",13.23228186
"(102, 122)",13.23228186
"(122, 103)",1.73555134
"(103, 122)",1.73555134
"(122, 104)",5.753646912
"(104, 122)",5.753646912
"(122, 105)",4.81519029
"(105, 122)",4.81519029
"(122, 106)",15.982967
"(106, 122)",15.982967
"(122, 107)",2.851720067
"(107, 122)",2.851720067
"(122, 108)",18.71407896
"(108, 122)",18.71407896
"(122, 109)",11.42726124
"(109, 122)",11.42726124
"(122, 110)",2.422290569
"(110, 122)",2.422290569
"(122, 111)",1.470101649
"(111, 122)",1.470101649
"(122, 112)",4.150261183
"(112, 122)",4.150261183
"(122, 113)",4.150261183
"(113, 122)",4.150261183
"(122, 114)",1.331908739
"(114, 122)",1.331908739
"(122, 115)",2.588942272
"(115, 122)",2.588942272
"(122, 116)",2.040333816
"(116, 122)",2.040333816
"(122, 117)",17.00866411
"(117, 122)",17.00866411
"(122, 118)",2.480140209
"(118, 122)",2.480140209
"(122, 119)",9.191195558
"(119, 122)",9.191195558
"(123, 70)",9.095069464
"(70, 123)",9.095069464
"(123, 71)",8.370115918
"(71, 123)",8.370115918
"(123, 72)",3.336948681
"(72, 123)",3.336948681
"(123, 73)",2.852589987
"(73, 123)",2.852589987
"(123, 74)",1.5864223
"(74, 123)",1.5864223
"(123, 75)",1.594810809
"(75, 123)",1.594810809
"(123, 76)",3.785392132
"(76, 123)",3.785392132
"(123, 77)",6.835640234
"(77, 123)",6.835640234
"(123, 78)",3.794029189
"(78, 123)",3.794029189
"(123, 79)",5.504477141
"(79, 123)",5.504477141
"(123, 80)",10.31239739
"(80, 123)",10.31239739
"(123, 81)",11.92460659
"(81, 123)",11.92460659
"(123, 82)",13.71241523
"(82, 123)",13.71241523
"(123, 83)",5.504477141
"(83, 123)",5.504477141
"(123, 84)",11.96077038
"(84, 123)",11.96077038
"(123, 85)",5.021982559
"(85, 123)",5.021982559
"(123, 86)",6.531851952
"(86, 123)",6.531851952
"(123, 87)",15.27106224
"(87, 123)",15.27106224
"(123, 88)",6.212715806
"(88, 123)",6.212715806
"(123, 89)",2.778584701
"(89, 123)",2.778584701
"(123, 90)",11.62864758
"(90, 123)",11.62864758
"(123, 91)",2.680408083
"(91, 123)",2.680408083
"(123, 92)",18.51169842
"(92, 123)",18.51169842
"(123, 93)",4.346055185
"(93, 123)",4.346055185
"(123, 94)",7.448001354
"(94, 123)",7.448001354
"(123, 95)",11.90180227
"(95, 123)",11.90180227
"(123, 96)",17.97980484
"(96, 123)",17.97980484
"(123, 97)",16.4569488
"(97, 123)",16.4569488
"(123, 98)",9.73452236
"(98, 123)",9.73452236
"(123, 99)",0.785102259
"(99, 123)",0.785102259
"(123, 100)",16.86289047
"(100, 123)",16.86289047
"(123, 101)",16.3738715
"(101, 123)",16.3738715
"(123, 102)",12.00507413
"(102, 123)",12.00507413
"(123, 103)",3.323278519
"(103, 123)",3.323278519
"(123, 104)",7.222195133
"(104, 123)",7.222195133
"(123, 105)",6.51861675
"(105, 123)",6.51861675
"(123, 106)",14.75569714
"(106, 123)",14.75569714
"(123, 107)",4.555146527
"(107, 123)",4.555146527
"(123, 108)",17.48687123
"(108, 123)",17.48687123
"(123, 109)",15.67159799
"(109, 123)",15.67159799
"(123, 110)",4.125717029
"(110, 123)",4.125717029
"(123, 111)",2.148949466
"(111, 123)",2.148949466
"(123, 112)",5.124198089
"(112, 123)",5.124198089
"(123, 113)",5.124198089
"(113, 123)",5.124198089
"(123, 114)",3.035335198
"(114, 123)",3.035335198
"(123, 115)",4.292368731
"(115, 123)",4.292368731
"(123, 116)",1.558025645
"(116, 123)",1.558025645
"(123, 117)",15.78145638
"(117, 123)",15.78145638
"(123, 118)",3.454014978
"(118, 123)",3.454014978
"(123, 119)",9.998915721
"(119, 123)",9.998915721
"(124, 70)",8.313446883
